Timestamp,Counts
2024-03-22 16:04:42,0
2024-03-22 16:04:52,6
2024-03-22 16:05:02,3
2024-03-22 16:05:12,3
2024-03-22 16:05:22,3
2024-03-22 16:05:32,3
2024-03-22 16:05:42,4
2024-03-22 16:05:52,3
2024-03-22 16:06:02,7
2024-03-22 16:06:12,6
2024-03-22 16:06:22,5
