Timestamp,Counts
2024-03-22 16:17:55,3
2024-03-22 16:18:05,6
2024-03-22 16:18:15,6
2024-03-22 16:18:25,4
2024-03-22 16:18:35,4
2024-03-22 16:18:45,6
2024-03-22 16:18:55,3
2024-03-22 16:19:05,4
2024-03-22 16:19:15,4
2024-03-22 16:19:25,3
2024-03-22 16:19:35,2
